game_id,seed_group,round,position,speaker,role,silent,lr_pub,lr_full,dom_pub,dom_full,rand_pub,rand_full
s3g18,3,0,2,Alice,Carrot,0,0.004008,0.015084,0.226305,0.259919,0.069078,0.161943
s3g19,3,0,2,Alice,Carrot,0,0.004378,0.024906,0.227214,0.270018,0.137292,0.400235
s4g0,4,0,2,Bob,Carrot,0,0.002665,0.023494,0.220368,0.270706,0.132407,0.072153
s4g1,4,0,2,Dave,Carrot,0,0.008025,0.021461,0.251749,0.270343,0.047065,0.066874
s4g2,4,0,2,Dave,Parsnip,0,0.035314,0.107605,0.285025,0.318842,0.041544,0.067807
s4g3,4,0,2,Dave,Parsnip,0,0.010960,0.029632,0.256210,0.277713,0.082890,0.069231
s4g4,4,0,2,Alice,Parsnip,0,0.017268,0.060353,0.256011,0.295450,0.052635,0.056976
s4g5,4,0,2,Eve,Carrot,0,0.006397,0.015828,0.240617,0.265151,0.094462,0.051890
s4g6,4,0,2,Charlie,Carrot,0,0.007080,0.049380,0.251321,0.296678,0.037293,0.063509
s4g7,4,0,2,Dave,Carrot,0,0.004049,0.049984,0.239604,0.296343,0.057587,0.071641
s4g8,4,0,2,Dave,Carrot,0,0.021292,0.037878,0.280047,0.286026,0.060689,0.062436
s4g9,4,0,2,Eve,Carrot,0,0.016950,0.044342,0.268522,0.290678,0.025370,0.062443
s4g10,4,0,2,Bob,Parsnip,0,0.014287,0.089286,0.265696,0.311147,0.051532,0.045983
s4g11,4,0,2,Bob,Parsnip,0,0.002363,0.009683,0.209361,0.246771,0.054189,0.045461
